apk_path,label,complexity_score,analysis_time,permissions_count,native_code_count,obfuscated_strings_count,dynamic_code_use_count,apk_entropy,code_length,file_size,file_hash,first_submission_date,malware_family
./AndroidAPKSamples/Malware/SMS Malware/MazarBot/2b90fca41272bec8b8ffefbb2456c001.apk,malware,1.7094757167958818,0.0878300666809082,11,0,0,0,2.225093523699337,8717,0.6731290817260742,eb2ce0c84cdd45f5b0c5dbc80efe24d3fe465e88d9254cba2796a595d9eb47a2,2016-04-21 06:27:26,trojan.smsthief/zz15
./AndroidAPKSamples/Malware/SMS Malware/Plankton/09bd989ecbad4964eab2258b1455c7b4.apk,malware,4.19066393243471,1.7627418041229248,22,0,85,0,3.1382533864762827,83193,2.763782501220703,50043ba8693639bbd00ce65842d7fabdd3da8c89e8d18b16bcffb701e6dab2e4,2012-09-11 01:39:09,trojan.plankton/leadbolt
./AndroidAPKSamples/Malware/SMS Malware/Plankton/00df7b716f539fb3cc7815ca93b5768f.apk,malware,3.688731038560839,0.5903408527374268,7,0,38,0,3.1134413846078757,34643,0.23810386657714844,0d3bdfdcda88636b1a16d92f5479496ffe94f5a83fdf508b009e1b8c6ed7f3d0,2017-06-22 17:52:39,trojan.plankton/apperhand
./AndroidAPKSamples/Malware/SMS Malware/Plankton/0e3294e4ff1019164bb91ea0a67a51e6.apk,malware,4.178818942560421,1.404005765914917,25,0,83,0,3.131646961248363,83541,0.8902664184570312,fbeca75540ae997403a382596d966e3490c59a8186998712a337a45b92e97adb,2012-08-22 19:44:33,trojan.plankton/airpush
./AndroidAPKSamples/Malware/SMS Malware/Plankton/011889b7c5892e514b1c833d6bd4c476.apk,malware,4.1282752835154986,1.6319999694824219,18,0,117,0,3.0005345247587782,107008,0.6149673461914062,94459168443fd3ec3633deaf0a020f9e6b3482278e622f6778b560e4ac5c9804,2012-09-09 08:37:13,trojan.plankton/startapp
./AndroidAPKSamples/Malware/SMS Malware/Plankton/04b2c5d39ba3f3c65a22b7ea0bcfa36a.apk,malware,4.201940004111037,1.4798409938812256,23,0,117,0,3.184138455074908,87056,1.5776166915893555,681469179d63440b0d40b6158c49a3efcb4d729bb333af70c9575743812c7646,2012-09-22 15:58:14,trojan.plankton/airpush
./AndroidAPKSamples/Malware/SMS Malware/Plankton/02f3ddaada005263619aebdb2d2a14e0.apk,malware,4.186460174681079,1.6028430461883545,26,0,104,0,3.1359474287068356,106855,2.095977783203125,4d9b38fcf8375640b9e7631e0b54ade9186781ce67804c4293a887541ffc406a,2014-12-13 22:40:51,trojan.plankton/leadbolt
./AndroidAPKSamples/Malware/SMS Malware/Plankton/00a419a4ffe1819a51207b3140592734.apk,malware,3.7117881976613485,1.0516307353973389,31,0,37,0,3.22618671709937,71953,4.3936357498168945,032048f2a8854acb8186e288c40815e2b7e05dade1d1dedbc3bea5fae5e1d59b,2012-09-18 12:37:36,trojan.airpush/plankton
./AndroidAPKSamples/Malware/SMS Malware/Plankton/0a92c1b67f2cd4d49e8d878f313bc2c3.apk,malware,4.186682178854701,0.8706469535827637,30,0,80,0,3.154907512346262,51590,0.7183723449707031,9b9cad2b38614d4b90d08a0373a8f6540fcb051668cd241182c1f2f59092f742,2017-06-26 22:22:35,trojan.plankton/apperhand
./AndroidAPKSamples/Malware/SMS Malware/Plankton/0378f0cf4e7241a4c0f5a0722e601638.apk,malware,3.5857134018303713,1.0710339546203613,34,0,33,0,3.145020602004199,77307,17.266135215759277,8ceafda2635ae02b894480fbc400ed593976c2f0f7d087044c4e568cc5fa5acf,2013-08-07 08:37:27,trojan.plankton/apperhand
./AndroidAPKSamples/Malware/SMS Malware/Plankton/0709f23a82b4110d7333a5bdd81e799a.apk,malware,4.2119310325752926,1.5593810081481934,17,0,92,0,3.2080767807354498,112026,1.7804479598999023,0755086e94d0e11dea086684ba253eca459a88deb4e5b92f9a316ae6afb7e4d6,2012-03-30 21:52:35,trojan.plankton/airpush
./AndroidAPKSamples/Malware/SMS Malware/SMSsniffer/c9e3af6a4429197c05c18408f9f287ee.apk,malware,0.9878644213022437,0.010500907897949219,30,0,0,0,2.5684714224025003,246,0.01752758026123047,09a02b4e17cd871c2a5ddbed1f71b83edd46f870197e2ef503cff628a5edef33,2011-07-13 21:23:07,trojan.zitmo/spitmo
./AndroidAPKSamples/Malware/SMS Malware/SMSsniffer/0eee13df20ee4ad1f60305dacc661873.apk,malware,1.1010551077182602,0.017663002014160156,31,0,1,0,2.6257314474252884,763,0.021162986755371094,8d5dd537905b0f1cb04fa755ef18518db0929b82b0a77fe8efea8b3473ba8ce3,2012-03-12 21:19:22,trojan.zitmo/ibhh
./AndroidAPKSamples/Malware/SMS Malware/SMSsniffer/b1ae0d9a2792193bff8c129c80180ab0.apk,malware,1.1795475042222345,0.024378061294555664,32,0,1,0,2.7369798573489725,1122,0.19601154327392578,5e43837a72ff33168df7c877b07a3c89ad64b82a2719be1cd2601be552b07114,2012-06-13 10:53:57,trojan.zitmo/andr
./AndroidAPKSamples/Malware/SMS Malware/SMSsniffer/a1593777ac80b828d2d520d24809829d.apk,malware,1.1789996192005983,0.024177074432373047,32,0,1,0,2.735505339311947,1122,0.1970233917236328,8473f9c732d3e026d79c866b47342b39b502ad0ee8859a345c5b61e199372ddc,2012-04-04 11:14:59,trojan.zitmo/fakesecsuit
./AndroidAPKSamples/Malware/SMS Malware/SMSsniffer/e9068f116991b2ee7dcd6f2a4ecdd141.apk,malware,1.1699128942361072,0.02511119842529297,32,0,1,0,2.6872607085838833,1212,0.19802570343017578,99621de457d2ff5d192cd7b27f64f3c7ad64aab2e60ad22610076850aaa2828c,2012-06-19 01:52:29,trojan.zitmo/fakesecsuit
./AndroidAPKSamples/Malware/SMS Malware/SMSsniffer/82fb2b41e1e0155c50d2a2c850180cc4.apk,malware,1.2441687606955107,0.027293920516967773,32,0,1,0,2.7172696894710695,1842,0.19852542877197266,82d121aa2d4cfef4be46600dac4a3440bc6e7c0ead902d1fa3c8c6df4ead6341,2017-06-01 19:09:24,trojan.zitmo/decrypter
./AndroidAPKSamples/Malware/SMS Malware/SMSsniffer/af1863dd2babc0f8c0f5a4523ac8e294.apk,malware,1.179605366921119,0.024616003036499023,32,0,1,0,2.737107747458596,1122,0.19799232482910156,bd7fc2f4df83a74f3d6a067d409799477af9a6e2245cd2dd64217b40c677d54d,2017-05-11 21:48:24,trojan.zitmo/fakesecsuit
./AndroidAPKSamples/Malware/SMS Malware/SMSsniffer/6bfad4df4b512260973a54753b1494ef.apk,malware,1.2428523300994105,0.027954816818237305,32,0,1,0,2.71749280824361,1828,0.19850540161132812,3f001ecb79200d6397e45a914155d7172b0eb16367135e2ddeb23dde00612c66,2017-06-01 18:08:33,trojan.zitmo/decrypter
./AndroidAPKSamples/Malware/SMS Malware/SMSsniffer/a92301c54d8bcd96a9f405a313b375e7.apk,malware,1.1699138717522815,0.025455236434936523,32,0,1,0,2.6872607085838833,1212,0.19822120666503906,7d88b7cd27b0805938cfd6f2819e9386af42090632f81859ac023392162ec70e,2017-06-18 16:05:45,trojan.zitmo/fakesecsuit
./AndroidAPKSamples/Malware/SMS Malware/FakeInst/01f12b685fd71182606d622163f55ddf.apk,malware,4.2705175285729675,6.205722093582153,26,0,384,0,3.0885739848859854,524501,22.46045684814453,1e87932942c155333b0c4680d8a4e54090f5a76d6b29f4d2dd409a92ddb08033,2017-07-03 11:09:40,trojan.smspay/egame
./AndroidAPKSamples/Malware/SMS Malware/FakeInst/15b16c10d315bf738c2273e83f093530.apk,malware,4.212500748060785,0.9042770862579346,5,0,128,0,3.223628894548001,53877,0.7279825210571289,e30774b18c216c309539382a0fdeb14d4690827446b69180a758da019d9b04a6,2017-07-03 11:07:11,trojan.smsreg/trojansms
./AndroidAPKSamples/Malware/SMS Malware/FakeInst/4f9a18692f7adbfcaedb0e6f4fdecc9a.apk,malware,0.8737758742388821,0.009765148162841797,84,0,0,0,2.282865295170873,137,0.8002777099609375,6331d7a16b917e5711fe6ca76cb8d48bae28bce59787f810415e754be9257bc1,2017-07-03 05:01:07,trojan.qysly/ztorg
./AndroidAPKSamples/Malware/SMS Malware/FakeInst/19ba83c546250a5acf4e2d59623c3c40.apk,malware,4.210737958445835,1.3788950443267822,5,0,128,0,3.2237448260378514,53869,0.366729736328125,c2841cf9f03b02c867bb23d82615939ebb39a2266b1a2d6b5740d0382a439476,2017-07-03 03:56:05,trojan.smsreg/smssend
./AndroidAPKSamples/Malware/SMS Malware/FakeInst/015893103a16ab984c491180a53e7319.apk,malware,2.2702370978801385,0.2097761631011963,21,0,5,0,2.9100721210397444,9760,0.592010498046875,2a78ef24571a66f16f0f153400ad518473513452a4e36c082e20fc59bba677da,2017-07-01 01:21:37,trojan.xafekopy
./AndroidAPKSamples/Malware/SMS Malware/FakeInst/226ca1802f0ad1811b0a19986cbbfff6.apk,malware,4.244465074376378,2.9951260089874268,50,0,111,0,3.2586485031872674,232443,4.494377136230469,c5f40861342f3da4b1fba32c4cbd0c156b0433e20f8378951b829e0804fd5816,2014-02-25 20:10:05,Unknown
./AndroidAPKSamples/Malware/SMS Malware/FakeInst/2cbadcc6a5474687a4f6a7f4183d835c.apk,malware,4.404256476652487,0.1530780792236328,19,0,586,0,3.8328199210163314,9162,10.149801254272461,d8b9efa1d0065d37682f0105ccf44e937c38e3f29baabdf6f807feb1321b53a1,2017-07-03 02:42:33,trojan.stealer/trojansms
./AndroidAPKSamples/Malware/SMS Malware/FakeInst/173cff6affac71ab04d5a12521883eb2.apk,malware,4.210621408842646,1.2157139778137207,5,0,128,0,3.223628894548001,53877,0.3521146774291992,128e514ba4a1d096aa4ecf46d198013e9c79f30b3f0551eac88c3d993e5e1d5d,2017-07-03 12:47:12,trojan.smsreg/trojansms
./AndroidAPKSamples/Malware/SMS Malware/FakeInst/1c17f0f46246b0a3a0ca460f42490b20.apk,malware,2.0376233700240873,0.4380910396575928,3,0,2,0,2.508189183162377,55095,3.41048526763916,8d3cbf6326628e2973717cd7618cb97e79f1d554431c6b1fd285369dcf6a17d4,2017-07-03 09:22:31,trojan.smskey/smsreg
./AndroidAPKSamples/Malware/SMS Malware/Zsone/4b4ae7e9d584f0d01928cb1c8d5d3837.apk,malware,3.193493454311638,0.23778271675109863,20,0,28,0,2.861428966136373,16126,0.09151840209960938,6360966cec02148db80d8c73049f5fb1a9740d8468fb5f53cb8501e0aa3dff9c,2017-05-18 18:40:55,trojan.tiny/smspay
./AndroidAPKSamples/Malware/SMS Malware/Zsone/1ecc3627858375bf968978156cb70562.apk,malware,3.1530294805207264,0.2173919677734375,20,0,27,0,2.8602059187990854,15955,0.09045219421386719,5fb15c020be46cdc85cbc1246d25a5ebd3dc45184e8701948da4eda2615528f6,2017-05-18 19:20:28,trojan.tiny/smspay
./AndroidAPKSamples/Malware/SMS Malware/Zsone/1d33631145ab19b51b2e404845d3256c.apk,malware,2.42518534760599,0.20220685005187988,5,0,9,0,2.835803047310635,15094,0.3518409729003906,b25da246e48c46c37eca75a3a5e7f2fb12e8ab581dfaf3c5866b82ceeffbc309,2011-05-12 20:37:42,trojan.raden/zsone
./AndroidAPKSamples/Malware/SMS Malware/Zsone/3e3dcd7021328709748e56d885e122ae.apk,malware,3.1525620799849037,0.21369600296020508,20,0,27,0,2.8589610559647887,15934,0.09033679962158203,00049d038a2abc2d5fe3b190d6cf5c1cb1ba63441defdf136be251c7a00727d8,2017-05-18 18:31:30,trojan.tiny/smspay
./AndroidAPKSamples/Malware/SMS Malware/Zsone/2a8c161ec7ac59b0409e6fa9b4f9ca80.apk,malware,2.868310094063513,0.20813894271850586,20,0,20,0,2.8476726664040686,15277,0.08656883239746094,d673b83a68dcf0fe56778a88244834376ec326f51113a3312203e0e2486a2e7a,2017-05-26 10:19:06,pua.smspay/sendpay
./AndroidAPKSamples/Malware/SMS Malware/Zsone/6ec3de3676ffaf056ec2bae7e5f97b8b.apk,malware,3.193493454311638,0.21924400329589844,20,0,28,0,2.861428966136373,16126,0.09151840209960938,8b2e9f522b4dd57cfa2ff8e4578296bda6ae94afc6676f6272e460c2907530c3,2017-05-18 18:50:52,trojan.tiny/smspay
./AndroidAPKSamples/Malware/SMS Malware/Zsone/3f60bae956ed671a02c4ae23fdc4a391.apk,malware,2.868700255210245,0.20487594604492188,20,0,20,0,2.848712307757918,15282,0.08662796020507812,82f89e8d7832411d19b3b4c1b6031cfb35f642a4fa1af57a2d3d050fb78c34fc,2017-05-27 14:31:20,pua.smspay/risk
./AndroidAPKSamples/Malware/SMS Malware/Zsone/1fd70b4d74955259fc322a9a7e7e0bb2.apk,malware,2.187612658109357,0.16260814666748047,24,0,4,0,2.738727189609978,19010,0.11799240112304688,edb2ca2a688bcbe1707260be256276fb0b97f061b9025d5bd73120b9b9f53d7b,2017-06-27 09:59:51,trojan.smsspy/smsthief
./AndroidAPKSamples/Malware/SMS Malware/Zsone/7b9af6586d1711150149b324cd5043bd.apk,malware,2.4176034825704416,0.19202899932861328,11,0,8,0,2.9220677168268403,13086,0.3656177520751953,fc0852a9b6a7b078f16f29984f2a02a7e5f6731cafff9bf016aed7cf50c80117,2011-10-25 03:23:53,trojan.pjapps/adrd
./AndroidAPKSamples/Malware/SMS Malware/Zsone/0a8a0bf71a8b3196d5a1ec1144ec15e6.apk,malware,3.151716881428972,0.21054792404174805,20,0,27,0,2.856729610853235,15632,0.08865547180175781,04902eb4daae25cbd619589c2844e636f599923a739cd958c2599ef64b508f56,2017-05-17 18:43:48,trojan.tiny/fjyo
./AndroidAPKSamples/Malware/Miscellaneous/217eee3a83f33b658fb03fddfadd0e2eb34781d5dd243203da21f6cb335ef1b4.apk,malware,4.197996168750761,6.732784271240234,30,0,1073,0,3.1657547394917755,546367,2.167628288269043,217eee3a83f33b658fb03fddfadd0e2eb34781d5dd243203da21f6cb335ef1b4,2015-09-07 07:39:16,trojan.airpush/andr
./AndroidAPKSamples/Malware/Miscellaneous/e4e97090e9fd6cc3d321cee5799efd1806b5d8a9dea7c4872044057eb1c486ff.apk,malware,4.179515326964879,1.406479835510254,25,0,93,0,3.140937826760672,71257,0.33272838592529297,e4e97090e9fd6cc3d321cee5799efd1806b5d8a9dea7c4872044057eb1c486ff,2015-09-08 21:31:33,trojan.hiddenapp
